NFL_PlayID,game_id,home_team,away_team,OffensiveTeam,OffensiveTeam_type,DefensiveTeam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,Team Drive,Scoring Play,qtr,down,goal_to_go,Game time (MM:SS:00),yrdln,ydstogo,Yards gained on Drive,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,Expected Points,Win Probability,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_name,receiver_player_name,rusher_player_name,lateral_receiver_player_name,lateral_rusher_player_name,lateral_sack_player_name,interception_player_name,lateral_interception_player_name,punt_returner_player_name,lateral_punt_returner_player_name,kickoff_returner_player_name,lateral_kickoff_returner_player_name,punter_player_name,kicker_player_name,own_kickoff_recovery_player_name,blocked_player_name,tackle_for_loss_1_player_name,tackle_for_loss_2_player_name,qb_hit_1_player_name,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_name,assist_tackle_4_team,pass_defense_1_player_name,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_name,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_name,return_team,return_yards,penalty_team,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv
2336,2018090900,BAL,BUF,BAL,home,BUF,BUF,32,9/9/2018,35,35,1835,Half1,0,15,0,2,NA,0,12/30/1899 12:35:00 AM,BUF 32,0,85,Timeout #3 by BAL at 00:35.,no_play,0,0,0,0,0,0,0,NA,NA,,,NA,NA,NA,,NA,NA,1,3,1,BAL,NA,1,3,20,0,20,0,20,20,0,20,3.093274090,0.986095183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2353,2018090900,BAL,BUF,BAL,home,BUF,BUF,20,9/9/2018,35,35,1835,Half1,0,15,0,2,1,0,12/30/1899 12:35:00 AM,BUF 20,10,85,(:35) (Shotgun) J.Flacco pass short middle to M.Andrews to BUF 12 for 8 yards (R.Bush).,pass,8,1,0,1,0,0,0,short,middle,6,2,NA,NA,NA,,NA,NA,1,3,0,NA,NA,1,3,20,0,20,0,20,20,0,20,3.093274090,0.986095183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,J.Flacco,M.Andrews,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,NA,R.Bush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2377,2018090900,BAL,BUF,BAL,home,BUF,BUF,12,9/9/2018,17,17,1817,Half1,0,15,1,2,2,0,12/30/1899 12:17:00 AM,BUF 12,2,85,"(:17) J.Flacco pass short left to M.Crabtree for 12 yards, TOUCHDOWN.",pass,12,0,0,1,0,0,0,short,left,12,0,NA,NA,NA,,NA,NA,1,3,0,NA,BAL,1,3,26,0,20,0,20,26,0,26,3.295566003,0.987177547,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,J.Flacco,M.Crabtree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2402,2018090900,BAL,BUF,BAL,home,BUF,BUF,2,9/9/2018,13,13,1813,Half1,0,15,0,2,NA,0,12/30/1899 12:13:00 AM,BUF 2,0,85,TWO-POINT CONVERSION ATTEMPT. J.Flacco pass to J.Brown is incomplete. ATTEMPT FAILS.,pass,0,0,0,1,0,0,0,NA,NA,,,NA,NA,NA,,NA,failure,1,3,0,NA,NA,1,3,26,0,26,0,26,26,0,26,0.947,0.997620200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,J.Flacco,J.Brown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2416,2018090900,BAL,BUF,BUF,away,BAL,BAL,35,9/9/2018,13,13,1813,Half1,0,16,0,2,NA,0,12/30/1899 12:13:00 AM,BAL 35,0,8,"J.Tucker kicks 61 yards from BAL 35 to BUF 4. M.Murphy to BUF 40 for 36 yards (C.Clark). PENALTY on BAL, Illegal Formation, 5 yards, enforced at BUF 40.",kickoff,0,0,0,0,0,0,0,NA,NA,,,NA,NA,NA,61,NA,NA,1,3,0,NA,NA,3,1,26,0,0,26,-26,0,26,-26,0.692791540,0.007982759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M.Murphy,NA,NA,J.Tucker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,NA,C.Clark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,36,BAL,NA,5,0,NA,Illegal Formation,0,0,0,0
2440,2018090900,BAL,BUF,BUF,away,BAL,BUF,55,9/9/2018,5,5,1805,Half1,0,16,0,2,1,0,12/30/1899 12:05:00 AM,BUF 45,10,8,(:05) (Shotgun) N.Peterman pass short right to J.Croom pushed ob at BAL 47 for 8 yards (P.Onwuasor).,pass,8,1,0,1,0,0,0,short,right,3,5,NA,NA,NA,,NA,NA,1,3,0,NA,NA,3,1,26,0,0,26,-26,0,26,-26,1.411692645,0.010580836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N.Peterman,J.Croom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,NA,P.Onwuasor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2476,2018090900,BAL,BUF,NA,NA,NA,BUF,,9/9/2018,0,0,1800,Half1,1,16,0,2,NA,,12/30/1899 12:00:00 AM,BUF 45,0,8,END QUARTER 2,NA,0,0,0,,0,0,0,NA,NA,,,NA,NA,NA,,NA,NA,1,3,,NA,NA,,,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,,,,
2493,2018090900,BAL,BUF,BUF,away,BAL,BAL,35,9/9/2018,900,1800,1800,Half2,0,17,0,3,NA,0,12/30/1899 3:00:00 PM,BAL 35,0,-11,"J.Tucker kicks 65 yards from BAL 35 to end zone, Touchback.",kickoff,0,0,0,0,0,0,0,NA,NA,,,NA,NA,NA,,NA,NA,3,3,0,NA,NA,3,3,26,0,0,26,-26,0,26,-26,0.814998476,0.008338538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.Tucker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2525,2018090900,BAL,BUF,BUF,away,BAL,BUF,75,9/9/2018,900,1800,1800,Half2,0,17,0,3,1,0,12/30/1899 3:00:00 PM,BUF 25,10,-11,(15:00) L.McCoy left tackle pushed ob at BUF 37 for 12 yards (B.Carr). Buffalo's first 1st down of game.,run,12,0,0,0,0,0,0,NA,NA,,,left,tackle,NA,,NA,NA,3,3,0,NA,NA,3,3,26,0,0,26,-26,0,26,-26,0.814998476,0.008338538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,L.McCoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,NA,B.Carr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2551,2018090900,BAL,BUF,BUF,away,BAL,BUF,63,9/9/2018,873,1773,1773,Half2,0,17,0,3,1,0,12/30/1899 2:33:00 PM,BUF 37,10,-11,"(14:33) (No Huddle, Shotgun) L.McCoy right guard to BUF 39 for 2 yards (C.Mosley).",run,2,1,1,0,0,0,0,NA,NA,,,right,guard,NA,,NA,NA,3,3,0,NA,NA,3,3,26,0,0,26,-26,0,26,-26,1.928427227,0.012662864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,L.McCoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,NA,C.Mosley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2572,2018090900,BAL,BUF,BUF,away,BAL,BUF,61,9/9/2018,845,1745,1745,Half2,0,17,0,3,2,0,12/30/1899 2:05:00 PM,BUF 39,8,-11,"(14:05) (No Huddle, Shotgun) N.Peterman pass incomplete short right to Z.Jones (C.Wormley).",pass,0,1,1,1,0,0,0,short,right,5,,NA,NA,NA,,NA,NA,3,3,0,NA,NA,3,3,26,0,0,26,-26,0,26,-26,1.521290074,0.010783675,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N.Peterman,Z.Jones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C.Wormley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2594,2018090900,BAL,BUF,BUF,away,BAL,BUF,61,9/9/2018,842,1742,1742,Half2,0,17,0,3,3,0,12/30/1899 2:02:00 PM,BUF 39,8,-11,(14:02) (Shotgun) N.Peterman pass incomplete deep right to J.Croom.,pass,0,1,0,1,0,0,0,deep,right,21,,NA,NA,NA,,NA,NA,3,3,0,NA,NA,3,3,26,0,0,26,-26,0,26,-26,0.542969184,0.007315753,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N.Peterman,J.Croom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2616,2018090900,BAL,BUF,BUF,away,BAL,BUF,61,9/9/2018,837,1737,1737,Half2,0,17,0,3,4,0,12/30/1899 1:57:00 PM,BUF 39,8,-11,"(13:57) (Punt formation) C.Bojorquez FUMBLES (Aborted) at BUF 27, and recovers at BUF 14. C.Bojorquez to BUF 14 for no gain (T.Bowser).",run,0,0,0,0,0,0,0,NA,NA,,,NA,NA,NA,,NA,NA,3,3,0,NA,NA,3,3,26,0,0,26,-26,0,26,-26,-1.181440698,0.003414392,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,C.Bojorquez,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T.Bowser,NA,NA,NA,NA,NA,NA,NA,BAL,NA,T.Bowser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,C.Bojorquez,NA,NA,BUF,0,C.Bojorquez,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2646,2018090900,BAL,BUF,BAL,home,BUF,BUF,14,9/9/2018,828,1728,1728,Half2,0,18,0,3,1,0,12/30/1899 1:48:00 PM,BUF 14,10,14,(13:48) J.Flacco pass short left to A.Collins pushed ob at BUF 8 for 6 yards (L.Alexander).,pass,6,0,0,1,0,0,0,short,left,-1,7,NA,NA,NA,,NA,NA,3,3,0,NA,NA,3,3,26,0,26,0,26,26,0,26,4.560505647,0.999699381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,J.Flacco,A.Collins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,NA,L.Alexander,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2675,2018090900,BAL,BUF,BAL,home,BUF,BUF,8,9/9/2018,796,1696,1696,Half2,0,18,0,3,2,0,12/30/1899 1:16:00 PM,BUF 8,4,14,(13:16) A.Collins left guard to BUF 3 for 5 yards (L.Alexander).,run,5,0,0,0,0,0,0,NA,NA,,,left,guard,NA,,NA,NA,3,3,0,NA,NA,3,3,26,0,26,0,26,26,0,26,4.508950291,0.999691047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,A.Collins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,NA,L.Alexander,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2696,2018090900,BAL,BUF,BAL,home,BUF,BUF,3,9/9/2018,758,1658,1658,Half2,0,18,0,3,1,1,12/30/1899 12:38:00 PM,BUF 3,3,14,"(12:38) (Shotgun) J.Flacco pass short right to N.Boyle for 3 yards, TOUCHDOWN NULLIFIED by Penalty. PENALTY on BAL-W.Snead, Offensive Pass Interference, 10 yards, enforced at BUF 3 - No Play.",no_play,0,1,0,0,0,0,0,NA,NA,,,NA,NA,NA,,NA,NA,3,3,0,NA,NA,3,3,26,0,26,0,26,26,0,26,6.028774686,0.999886307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,BAL,W.Snead,10,0,NA,Offensive Pass Interference,0,0,0,0
2732,2018090900,BAL,BUF,BAL,home,BUF,BUF,13,9/9/2018,753,1653,1653,Half2,0,18,1,3,1,1,12/30/1899 12:33:00 PM,BUF 13,13,14,"(12:33) (Shotgun) J.Flacco pass short middle to W.Snead for 13 yards, TOUCHDOWN.",pass,13,1,0,1,0,0,0,short,middle,6,7,NA,NA,NA,,NA,NA,3,3,0,NA,BAL,3,3,32,0,26,0,26,32,0,32,4.842143258,0.999752422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,J.Flacco,W.Snead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2757,2018090900,BAL,BUF,BAL,home,BUF,BUF,15,9/9/2018,748,1648,1648,Half2,0,18,1,3,NA,0,12/30/1899 12:28:00 PM,BUF 15,0,14,"J.Tucker extra point is GOOD, Center-M.Cox, Holder-S.Koch.",extra_point,0,0,0,0,0,0,0,NA,NA,,,NA,NA,NA,33,good,NA,3,3,0,NA,NA,3,3,33,0,32,0,32,33,0,33,0.931114950,0.999938406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.Tucker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2777,2018090900,BAL,BUF,BUF,away,BAL,BAL,35,9/9/2018,748,1648,1648,Half2,0,19,0,3,NA,0,12/30/1899 12:28:00 PM,BAL 35,0,-1,J.Tucker kicks 65 yards from BAL 35 to BUF 0. M.Murphy to BUF 27 for 27 yards (A.Levine).,kickoff,0,0,0,0,0,0,0,NA,NA,,,NA,NA,NA,,NA,NA,3,3,0,NA,NA,3,3,33,0,0,33,-33,0,33,-33,0.859725678,0.000231501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M.Murphy,NA,NA,J.Tucker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,NA,A.Levine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,27,NA,NA,,0,NA,NA,0,0,0,0
2799,2018090900,BAL,BUF,BUF,away,BAL,BUF,73,9/9/2018,742,1642,1642,Half2,0,19,0,3,1,0,12/30/1899 12:22:00 PM,BUF 27,10,-1,(12:22) (Shotgun) N.Peterman pass incomplete short left to C.Clay [M.Pierce].,pass,0,1,0,1,0,0,0,short,left,5,,NA,NA,NA,,NA,NA,3,3,0,NA,NA,3,3,33,0,0,33,-33,0,33,-33,1.053652908,0.000258846,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N.Peterman,C.Clay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M.Pierce,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2821,2018090900,BAL,BUF,BUF,away,BAL,BUF,73,9/9/2018,739,1639,1639,Half2,0,19,0,3,2,0,12/30/1899 12:19:00 PM,BUF 27,10,-1,(12:19) (Shotgun) N.Peterman pass short left to L.McCoy to BUF 26 for -1 yards (T.Jefferson).,pass,-1,1,0,1,0,0,0,short,left,-5,4,NA,NA,NA,,NA,NA,3,3,0,NA,NA,3,3,33,0,0,33,-33,0,33,-33,0.290595616,0.000164252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N.Peterman,L.McCoy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T.Jefferson,NA,NA,NA,NA,NA,NA,NA,BAL,NA,T.Jefferson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2845,2018090900,BAL,BUF,BUF,away,BAL,BUF,74,9/9/2018,699,1599,1599,Half2,0,19,0,3,3,0,12/30/1899 11:39:00 AM,BUF 26,11,-1,"(11:39) (Shotgun) N.Peterman pass short middle intended for K.Benjamin INTERCEPTED by B.Carr [E.Weddle] at BUF 33. B.Carr to BUF 1 for 32 yards (J.Mills). The Replay Official reviewed the runner was out of bounds ruling, and the play was Upheld. The ruling on the field stands.",pass,0,1,0,1,0,0,0,short,middle,7,,NA,NA,NA,,NA,NA,3,3,0,NA,NA,3,3,33,0,0,33,-33,0,33,-33,-0.860741661,7.993866996e-05,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N.Peterman,K.Benjamin,NA,NA,NA,NA,B.Carr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E.Weddle,NA,NA,NA,NA,NA,BUF,NA,J.Mills,NA,NA,NA,NA,NA,NA,NA,NA,NA,B.Carr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAL,32,NA,NA,,1,upheld,NA,0,0,0,0
2871,2018090900,BAL,BUF,BAL,home,BUF,BUF,1,9/9/2018,686,1586,1586,Half2,0,20,1,3,1,1,12/30/1899 11:26:00 AM,BUF 1,1,1,"(11:26) J.Allen right guard for 1 yard, TOUCHDOWN.",run,1,0,0,0,0,0,0,NA,NA,,,right,guard,NA,,NA,NA,3,3,0,NA,BAL,3,3,39,0,33,0,33,39,0,39,6.491559249,0.999999477,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,J.Allen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
2899,2018090900,BAL,BUF,BAL,home,BUF,BUF,15,9/9/2018,682,1582,1582,Half2,0,20,1,3,NA,0,12/30/1899 11:22:00 AM,BUF 15,0,1,"J.Tucker extra point is GOOD, Center-M.Cox, Holder-S.Koch.",extra_point,0,0,0,0,0,0,0,NA,NA,,,NA,NA,NA,33,good,NA,3,3,0,NA,NA,3,3,40,0,39,0,39,40,0,40,0.931114950,0.999999624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J.Tucker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,,0,NA,NA,0,0,0,0
